관리번호,공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자
11740-00069,강일공원,근린공원,,서울특별시 강동구 강일동 332-5,37.569526,127.174559,34591.6,체력단련기구,,,,,2004-12-27,서울특별시 강동구청,02-3425-6440,2021-08-25
11740-00070,벌말공원,근린공원,,서울특별시 강동구 강일동 산8-1,37.559936,127.177202,86205.7,체력단련기구,,먹는물공동시설,,관리사무소,2004-12-27,서울특별시 강동구청,02-3425-6440,2021-08-25
11740-00071,암사공원,어린이공원,서울특별시 강동구 고덕로28길36(암사동),서울특별시 강동구 암사1동 산59-2,37.552756,127.137981,1780,체력단련기구,"조합놀이대, 그네, 흔들놀이",,,,2005-01-05,서울특별시 강동구청,02-3425-6440,2021-08-25
11740-00072,강덕공원,근린공원,,서울특별시 강동구 강일동 산11-6,37.558585,127.174682,46699.6,"배드민턴장, 체력단련기구",,,,,2005-12-29,서울특별시 강동구청,02-3425-6440,2021-08-25
11740-00073,능골공원,근린공원,,서울특별시 강동구 강일동 산19,37.556768,127.174727,31464.2,"농구장, 체력단련기구",,,,,2005-12-29,서울특별시 강동구청,02-3425-6440,2021-08-25
11740-00074,구름공원,어린이공원,,서울특별시 강동구 강일동 378,37.566745,127.179213,1540,,"조합놀이대, 그네, 흔들놀이",,,,2005-12-29,서울특별시 강동구청,02-3425-6440,2021-08-25
11740-00001,고명공원,어린이공원,,서울특별시 강동구 명일1동 312-30,37.552473,127.143352,545,체력단련기구,"조합놀이대, 그네",,,,1970-07-03,서울특별시 강동구청,02-3425-6440,2021-08-25
11740-00002,일자산공원,근린공원,서울특별시 강동구 동남로 660(둔촌동),서울특별시 강동구 둔촌동 산140,37.5330568,127.1513563,632733,"농구장, 배드민턴장, 체력단련기구",숲속놀이터,"주차장, 화장실, 음수대, 먹는물공동시설, 시계탑",,"관리사무소, 캠핑장",1971-08-06,서울특별시 강동구청,02-3425-6440,2021-08-25
11740-00003,명일공원,근린공원,서울특별시 강동구 구천면로587(상일동),서울특별시 강동구 상일동 135,37.5512577,127.1634092,649709.6,"테니스장, 배드민턴장, 골프연습장, 체력단련기구",조합놀이대,"간이화장실, 음수대, 먹는물공동시설",문화회관,,1971-08-06,서울특별시 강동구청,02-3425-6440,2021-08-25
11740-00004,명우공원,어린이공원,,서울특별시 강동구 명일1동 312-206,37.551537,127.141455,403,체력단련기구,"조합놀이대, 그네",,,,1971-12-04,서울특별시 강동구청,02-3425-6440,2021-08-25
11740-00005,혜림공원,어린이공원,서울특별시 강동구 천중로39길77(천호동),서울특별시 강동구 천호1동 47-23,37.54460149,127.139905,992,체력단련기구,"조합놀이대, 그네, 모래놀이터",음수대,,,1972-11-06,서울특별시 강동구청,02-3425-6440,2021-08-25
11740-00006,성안공원,어린이공원,서울특별시 강동구 양재대로97길41(성내동),서울특별시 강동구 성내3동 405-18,37.531369,127.134773,1057.1,체력단련기구,"조합놀이대, 그네, 흔들놀이, 모래놀이터",음수대,,,1972-11-06,서울특별시 강동구청,02-3425-6440,2021-08-25
11740-00007,선린공원,어린이공원,서울특별시 강동구 양재대로91길59(성내동),서울특별시 강동구 성내3동 424,37.52851478,127.132711,1575.2,체력단련기구,"조합놀이대, 그네, 모래놀이터",,,,1972-11-06,서울특별시 강동구청,02-3425-6440,2021-08-25
11740-00008,보람공원,어린이공원,서울특별시 강동구 양재대로85길59(성내동),서울특별시 강동구 성내3동 444-6,37.52471702,127.131302,989.9,체력단련기구,"조합놀이대, 그네, 흔들놀이",,,,1972-11-06,서울특별시 강동구청,02-3425-6440,2021-08-25
11740-00009,안말공원,어린이공원,서울특별시 강동구 풍성로45길11(성내동),서울특별시 강동구 성내3동 512,37.531236,127.129903,2290.3,체력단련기구,"조합놀이대, 그네, 흔들놀이",,,,1972-11-06,서울특별시 강동구청,02-3425-6440,2021-08-25
11740-00010,샛별공원,어린이공원,,서울특별시 강동구 성내1동 566,37.526993,127.127036,2391.6,체력단련기구,"조합놀이대, 그네, 흔들놀이",음수대,,,1972-11-06,서울특별시 강동구청,02-3425-6440,2021-08-25
11740-00011,달님공원,어린이공원,서울특별시 강동구 양재대로112길52(길동),서울특별시 강동구 길동 405-21,37.53621038,127.142551,998.6,체력단련기구,"조합놀이대, 흔들놀이, 모래놀이터",음수대,,,1972-11-06,서울특별시 강동구청,02-3425-6440,2021-08-25
11740-00012,무궁화공원,어린이공원,서울특별시 강동구 양재대로124길62(길동),서울특별시 강동구 길동 340-17,37.5423345,127.1454038,996.3,체력단련기구,"조합놀이대, 모래놀이터",음수대,,,1972-11-06,서울특별시 강동구청,02-3425-6440,2021-08-25
11740-00013,희망공원,어린이공원,,서울특별시 강동구 길동 365-6,37.539039,127.142255,992.4,체력단련기구,"조합놀이대, 그네, 모래놀이터",음수대,,,1972-11-06,서울특별시 강동구청,02-3425-6440,2021-08-25
11740-00014,성심공원,어린이공원,서울특별시 강동구 천중로40길66(길동),서울특별시 강동구 길동 386-1,37.53831458,127.137376,992.3,체력단련기구,"조합놀이대, 그네",,,,1972-11-06,서울특별시 강동구청,02-3425-6440,2021-08-25
11740-00015,샘물공원,어린이공원,서울특별시 강동구 양재대로1630(명일동),서울특별시 강동구 명일1동 315-1,37.5510159,127.1447414,992.1,체력단련기구,"모래놀이터, 흔들놀이",음수대,,,1972-11-06,서울특별시 강동구청,02-3425-6440,2021-08-25
11740-00016,염주골공원,어린이공원,서울특별시 강동구 양재대로138길29(명일동),서울특별시 강동구 명일1동 326-10,37.549932,127.1456059,991.3,체력단련기구,"조합놀이대, 그네, 흔들놀이",음수대,,,1972-11-06,서울특별시 강동구청,02-3425-6440,2021-08-25
11740-00017,성내천공원,어린이공원,,서울특별시 강동구 성내1동 463-4,37.526764,127.123929,1413.6,체력단련기구,"조합놀이대, 그네, 흔들놀이, 모래놀이터",음수대,,,1974-12-06,서울특별시 강동구청,02-3425-6440,2021-08-25
11740-00018,새장터공원,어린이공원,서울특별시 강동구 암사1가길16(암사동),서울특별시 강동구 암사1동 468-2,37.55212624,127.130563,1592,체력단련기구,"조합놀이대, 그네","화장실, 음수대",,,1976-04-22,서울특별시 강동구청,02-3425-6440,2021-08-25
11740-00019,광나루공원,어린이공원,서울특별시 강동구 상암로12-19(암사동),서울특별시 강동구 암사2동 515,37.5500717,127.1255454,1637.7,체력단련기구,"조합놀이대, 그네",화장실,,,1976-04-22,서울특별시 강동구청,02-3425-6440,2021-08-25
11740-00020,볕우물공원,어린이공원,서울특별시 강동구 고덕로24길23(암사동),서울특별시 강동구 암사1동 453-8,37.553613,127.135704,1552.8,체력단련기구,"조합놀이대, 그네, 흔들놀이",음수대,,,1976-04-22,서울특별시 강동구청,02-3425-6440,2021-08-25
11740-00021,구암공원,어린이공원,,서울특별시 강동구 암사3동 449-8,37.556567,127.137608,1647.8,체력단련기구,"조합놀이대, 그네, 흔들놀이, 모래놀이터",음수대,,,1976-04-22,서울특별시 강동구청,02-3425-6440,2021-08-25
11740-00022,선사공원,어린이공원,서울특별시 강동구 올림픽로 836(암사동),서울특별시 강동구 암사3동 440,37.55576061,127.1299975,1610.3,체력단련기구,"조합놀이대, 흔들놀이",,,,1976-04-22,서울특별시 강동구청,02-3425-6440,2021-08-25
11740-00023,천사공원,어린이공원,서울특별시 강동구 천중로12길23-23(천호동),서울특별시 강동구 천호2동 363-5,37.54380935,127.1284086,1617.2,체력단련기구,"조합놀이대, 그네, 시소, 모래놀이터",음수대,,,1976-04-22,서울특별시 강동구청,02-3425-6440,2021-08-25
11740-00024,고분다리공원,어린이공원,서울특별시 강동구 구천면로39길23(천호동),서울특별시 강동구 천호2동 300,37.54540502,127.131821,1621.8,체력단련기구,"조합놀이대, 그네, 흔들놀이",음수대,,,1976-04-22,서울특별시 강동구청,02-3425-6440,2021-08-25
11740-00025,동산공원,어린이공원,,서울특별시 강동구 천호2동 305-11,37.547119,127.129682,1646,체력단련기구,"조합놀이대, 그네, 흔들놀이, 모래놀이터",음수대,,,1976-04-22,서울특별시 강동구청,02-3425-6440,2021-08-25
11740-00026,광진공원,어린이공원,서울특별시 강동구 구천면로13길21(천호동),서울특별시 강동구 천호2동 338-19,37.542946,127.122505,1672.7,체력단련기구,"조합놀이대, 흔들놀이",,,,1976-04-22,서울특별시 강동구청,02-3425-6440,2021-08-25
11740-00027,천일골목공원,어린이공원,서울특별시 강동구 진황도로27다길30(천호동),서울특별시 강동구 천호1동 21-192,37.5405287,127.1314181,233,체력단련기구,,,,,1977-07-04,서울특별시 강동구청,02-3425-6440,2021-08-25
11740-00028,천호삼거리공원,어린이공원,,서울특별시 강동구 천호1동 21-194,37.545489,127.138494,170,체력단련기구,,,,,1977-07-04,서울특별시 강동구청,02-3425-6440,2021-08-25
11740-00029,천호큰골목공원,어린이공원,,서울특별시 강동구 천호1동 21-197,37.545101,127.138573,586,체력단련기구,,,,,1977-07-04,서울특별시 강동구청,02-3425-6440,2021-08-25
11740-00030,천암공원,어린이공원,,서울특별시 강동구 천호1동 231-14,37.547844,127.136878,166,체력단련기구,조합놀이대,,,,1977-07-04,서울특별시 강동구청,02-3425-6440,2021-08-25
11740-00031,성내공원,근린공원,서울특별시 강동구 성내로3가길 71(성내동),서울특별시 강동구 성내1동 533,37.529486,127.126516,8929,"배드민턴장, 게이트볼장, 체력단련기구","조합놀이대, 그네","화장실, 공중전화",,,1977-07-09,서울특별시 강동구청,02-3425-6440,2021-08-25
11740-00032,샛마을공원,근린공원,,서울특별시 강동구 명일1동 288,37.550106,127.147099,11467,"농구장, 게이트볼장, 체력단련기구","조합놀이대, 그네, 흔들놀이","화장실, 음수대",,관리사무소,1979-11-07,서울특별시 강동구청,02-3425-6440,2021-08-25
11740-00033,화랑공원,어린이공원,,서울특별시 강동구 천호2동 431-2,37.540033,127.123192,220,체력단련기구,조합놀이대,,,,1980-03-27,서울특별시 강동구청,02-3425-6440,2021-08-25
11740-00034,꿈나래공원,어린이공원,서울특별시 강동구 아리수로64길29(고덕동),서울특별시 강동구 고덕1동 536,37.5608275,127.153742,1500,체력단련기구,"조합놀이대, 그네, 흔들놀이, 모래놀이터",음수대,,,1980-03-27,서울특별시 강동구청,02-3425-6440,2021-08-25
11740-00035,곰돌이공원,어린이공원,,서울특별시 강동구 고덕1동 308,37.556235,127.154997,1983,체력단련기구,"조합놀이대, 그네, 시소, 흔들놀이, 모래놀이터",,,,1980-03-27,서울특별시 강동구청,02-3425-6440,2021-08-25
11740-00036,한우물공원,어린이공원,서울특별시 강동구 아리수로72길60-16(고덕동),서울특별시 강동구 고덕2동 253,37.561635,127.162736,1500,체력단련기구,"조합놀이대, 그네, 흔들놀이, 모래놀이터",음수대,,,1980-03-27,서울특별시 강동구청,02-3425-6440,2021-08-25
11740-00037,무지개공원,어린이공원,,서울특별시 강동구 고덕2동 219,37.559162,127.164191,1967.5,체력단련기구,"조합놀이대, 그네, 흔들놀이",,,,1980-03-27,서울특별시 강동구청,02-3425-6440,2021-08-25
11740-00038,말우물공원,어린이공원,서울특별시 강동구 상일로21길14-7(고덕동),서울특별시 강동구 고덕2동 178,37.560012,127.169476,1619.1,체력단련기구,"조합놀이대, 그네",음수대,,,1980-03-27,서울특별시 강동구청,02-3425-6440,2021-08-25
11740-00039,미리내공원,어린이공원,,서울특별시 강동구 상일동 122,37.554712,127.167908,4286.2,"운동장, 농구장",,,,,1980-03-27,서울특별시 강동구청,02-3425-6440,2021-08-25
11740-00040,동자공원,어린이공원,,서울특별시 강동구 상일동 132,37.552388,127.167009,1520.8,체력단련기구,,,,,1980-03-27,서울특별시 강동구청,02-3425-6440,2021-08-25
11740-00041,게내공원,어린이공원,서울특별시 강동구 상일로5길26(상일동),서울특별시 강동구 상일동 278,37.549262,127.171472,1500,체력단련기구,모래놀이터,음수대,,,1980-03-27,서울특별시 강동구청,02-3425-6440,2021-08-25
11740-00042,까치공원,어린이공원,,서울특별시 강동구 상일동 177,37.547741,127.161966,1965.8,"농구장, 체력단련기구","조합놀이대, 그네",,,,1980-03-27,서울특별시 강동구청,02-3425-6440,2021-08-25
11740-00043,하늬공원,어린이공원,,서울특별시 강동구 상일동 175,37.546126,127.159677,2233.2,,"조합놀이대, 그네, 흔들놀이, 모래놀이터",음수대,,,1980-03-27,서울특별시 강동구청,02-3425-6440,2021-08-25
11740-00044,파랑새공원,어린이공원,,서울특별시 강동구 명일2동 258,37.547964,127.150864,2017.3,체력단련기구,"조합놀이대, 흔들놀이",,,,1980-03-27,서울특별시 강동구청,02-3425-6440,2021-08-25
11740-00045,은하수공원,어린이공원,서울특별시 강동구 양재대로145길8(명일동),서울특별시 강동구 명일2동 55,37.552017,127.1435031,2018,체력단련기구,"조합놀이대, 그네, 흔들놀이, 모래놀이터",,,,1980-03-27,서울특별시 강동구청,02-3425-6440,2021-08-25
11740-00046,진달래공원,어린이공원,서울특별시 강동구 양재대로147길5(명일동),서울특별시 강동구 명일2동 43,37.5521507,127.1436747,2024,체력단련기구,"조합놀이대, 그네, 시소, 흔들놀이",,,,1980-03-27,서울특별시 강동구청,02-3425-6440,2021-08-25
