관리번호,공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자
11440-00065,용강소공원,소공원,,서울특별시 마포구 용강동 507,37.542972,126.940505,951,,,,,,2008-06-26,서울특별시 마포구,02-3153-9554,2020-05-14
11440-00066,대흥소공원,소공원,,서울특별시 마포구 대흥동 804-4,37.548456,126.94127,1820,,,,,,2007-06-14,서울특별시 마포구,02-3153-9554,2020-05-14
11440-00067,복자기소공원,소공원,,서울특별시 마포구 신수동 460,37.545831,126.936606,707,,,,,,2009-10-15,서울특별시 마포구,02-3153-9554,2020-05-14
11440-00068,상수나루소공원,소공원,,서울특별시 마포구 상수동 402-2,37.545914,126.926341,1359,,,,,,2007-07-19,서울특별시 마포구,02-3153-9554,2020-05-14
11440-00069,상수소공원,소공원,,서울특별시 마포구 상수동 399,37.545877,126.927148,1413,,,,,,2007-07-19,서울특별시 마포구,02-3153-9554,2020-05-14
11440-00070,산사나무소공원,소공원,,서울특별시 마포구 상암동 1618-1,37.57522,126.896318,714,,,,,,1990-10-19,서울특별시 마포구,02-3153-9554,2020-05-14
11440-00071,현석소공원,소공원,,서울특별시 마포구 현석동 225-2일대,37.542863,126.934305,6038,,,,,,2009-12-03,서울특별시 마포구,02-3153-9554,2020-05-14
11440-00072,노고산소공원,소공원,,서울특별시 마포구 노고산동 57-53,37.554664,126.934783,1510,,,,,,2011-09-29,서울특별시 마포구,02-3153-9554,2020-05-14
11440-00073,무쇠막소공원,소공원,,서울특별시 마포구 노고산동 123-1일원,37.552568,126.934154,449.1,,,,,,2010-05-06,서울특별시 마포구,02-3153-9554,2020-05-14
11440-00074,독막소공원,소공원,,서울특별시 마포구 대흥동 18-101일대,37.554421,,2626,,,,,,2007-12-27,서울특별시 마포구,02-3153-9554,2020-05-14
11440-00075,밤섬문화공원,문화공원,,서울특별시 마포구 신정동 76-1,37.54279,126.93184,1638,,,,,,2009-06-04,서울특별시 마포구,02-3153-9554,2020-05-14
11440-00076,서강나루문화공원,문화공원,,서울특별시 마포구 창전동 165-5,37.545245,126.930993,2429,,,,,,2009-06-04,서울특별시 마포구,02-3153-9554,2020-05-14
11440-00077,당인동문화공원,문화공원,,서울특별시 마포구 당인동 27-9,37.545333,126.920097,301,,,,,,2009-06-04,서울특별시 마포구,02-3153-9554,2020-05-14
11440-00078,가온문화공원,문화공원,,서울특별시 마포구 상암동 1594,37.581753,126.887402,4631,,,,,,2000-09-27,서울특별시 마포구,02-3153-9554,2020-05-14
11440-00079,DMC문화공원,문화공원,,서울특별시 마포구 상암동 1611,37.578064,126.892346,3829,,,,,,2009-09-27,서울특별시 마포구,02-3153-9554,2020-05-14
11440-00080,물빛문화공원,문화공원,,"서울특별시 마포구 상암동 1608,1609",37.579488,126.893891,5827,,,,,,2009-09-27,서울특별시 마포구,02-3153-9554,2020-05-14
11440-00081,휴암문화공원,문화공원,,서울특별시 마포구 상암동 670,37.58479973,126.8781707,5285,,,,,,2012-05-24,서울특별시 마포구,02-3153-9554,2020-05-14
11440-00082,홍익문화공원,문화공원,,서울특별시 마포구 서교동 359,37.5521432,126.9229711,2230,,,,,,1963-04-26,서울특별시 마포구,02-3153-9554,2020-05-14
11440-00083,양화진역사공원,역사공원,,서울특별시 마포구 합정동 139-21 일대,37.545496,126.911199,4804,,,,,,2009-06-04,서울특별시 마포구,02-3153-9554,2020-05-14
11440-00084,외국인묘지공원,묘지공원,,서울특별시 마포구 합정동145-3 등 10필지,37.546644,126.911274,13224,,,,,,1965-05-06,서울특별시 마포구,02-3153-9554,2020-05-14
