관리번호,공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자
11545-00031,새재미,어린이공원,,서울특별시 금천구 시흥1동 855,37.459026,126.904239,1185.2,,"조합놀이대,흔들놀이,그네",,,"새재미경로당,CCTV",1977-03-16,서울특별시 금천구청,02-2627-1654,2021-09-02
11545-00032,해태,어린이공원,,서울특별시 금천구 시흥1동 871-24,37.457773,126.901866,962.6,,"조합놀이대,흔들놀이,그네,시소",,,CCTV,2004-11-10,서울특별시 금천구청,02-2627-1654,2021-09-02
11545-00033,부장천,어린이공원,서울특별시 금천구 금하로 668,서울특별시 금천구 시흥1동 893,37.45266794,126.9044062,944,,"조합놀이대,흔들놀이,그네,시소",,,,1971-11-12,서울특별시 금천구청,02-2627-1654,2021-09-02
11545-00034,풍림,어린이공원,,서울특별시 금천구 시흥1동 789,37.44783408,126.9012021,2195,,"조합놀이대,흔들놀이,시소",음수대,,CCTV,1971-11-12,서울특별시 금천구청,02-2627-1654,2021-09-02
11545-00035,중앙,어린이공원,,서울특별시 금천구 시흥1동 791,37.44561107,126.9005113,1515,배드민턴장,"조합놀이대,그네",음수대,,,1971-11-22,서울특별시 금천구청,02-2627-1654,2021-09-02
11545-00036,꾸러기,어린이공원,,서울특별시 금천구 시흥3동 943-16,37.443219,126.905877,359.4,,"조합놀이대,그네",음수대,,CCTV,1971-11-12,서울특별시 금천구청,02-2627-1654,2021-09-02
11545-00037,비둘기,어린이공원,,서울특별시 금천구 시흥3동 947-4,37.441597,126.906264,985.2,,"조합놀이대,그네,시소,흔들놀이",음수대,,CCTV,1971-11-12,서울특별시 금천구청,02-2627-1654,2021-09-02
11545-00038,까치,어린이공원,,서울특별시 금천구 시흥3동 959-2,37.439645,126.905003,925.3,,"조합놀이대,그네,시소,흔들놀이",음수대,,CCTV,1971-11-12,서울특별시 금천구청,02-2627-1654,2021-09-02
11545-00039,진달래,어린이공원,,서울특별시 금천구 시흥3동 970-3,37.434878,126.904883,992.2,,"조합놀이대,그네,모래테이블,자가발전자전거",음수대,,CCTV,1987-08-27,서울특별시 금천구청,02-2627-1654,2021-09-02
11545-00040,단군,어린이공원,,서울특별시 금천구 시흥4동 169-21,37.45569721,,250,,조합놀이대,,,,1977-12-31,서울특별시 금천구청,02-2627-1654,2021-09-02
11545-00041,산장,어린이공원,,서울특별시 금천구 시흥4동 3-17,37.460931,126.912588,678,,"조합놀이대,그네,흔들놀이,모래테이블,자가발전자전거",음수대,,,1971-12-10,서울특별시 금천구청,02-2627-1654,2021-09-02
11545-00042,장미,어린이공원,,서울특별시 금천구 시흥4동 3-82,37.461586,126.912238,1207,,"조합놀이대,흔들놀이,모래테이블",음수대,,CCTV,1973-01-23,서울특별시 금천구청,02-2627-1654,2021-09-02
11545-00043,신흥,어린이공원,,서울특별시 금천구 시흥4동 4-128,37.459874,126.907849,312,,"조합놀이대,흔들놀이",,,,1971-11-12,서울특별시 금천구청,02-2627-1654,2021-09-02
11545-00044,효봉,어린이공원,,서울특별시 금천구 시흥4동 4-28,37.460754,126.910507,503,,조합놀이대,,,,2004-11-10,서울특별시 금천구청,02-2627-1654,2021-09-02
11545-00045,송록,어린이공원,,서울특별시 금천구 시흥4동 791-35,37.461247,126.906169,947.1,,조합놀이대,,,CCTV,1973-01-23,서울특별시 금천구청,02-2627-1654,2021-09-02
11545-00046,느티나무,어린이공원,,서울특별시 금천구 시흥4동 817,37.456225,126.906735,939.2,,"조합놀이대,흔들놀이,다람쥐통나무터널",음수대,,CCTV,1977-03-16,서울특별시 금천구청,02-2627-1654,2021-09-02
11545-00047,은행,어린이공원,,서울특별시 금천구 시흥5동 836,37.452119,126.906993,865,,"조합놀이대,그네,흔들놀이",화장실,,CCTV,1973-01-23,서울특별시 금천구청,02-2627-1654,2021-09-02
11545-00048,별장길,어린이공원,,서울특별시 금천구 시흥5동 925-32,37.448147,126.908596,971.4,,"조합놀이대,그네,흔들놀이,시소,모래테이블,회전의자",음수대,,CCTV,1973-01-23,서울특별시 금천구청,02-2627-1654,2021-09-02
11545-00049,금나래중앙,문화공원,서울특별시 금천구 시흥대로79길 37,서울특별시 금천구 독산1동 1151,37.45822937,126.8962053,16331.3,,,"화장실, 음수대",,"커뮤니티센터, CCTV",2013-08-22,서울특별시 금천구청,02-2627-1657,2021-09-02
11545-00050,도하,소공원,,서울특별시 금천구 독산1동 1149,37.458753,126.896014,3057.7,,조합놀이대,음수대,,CCTV,2013-08-22,서울특별시 금천구청,02-2627-1657,2021-09-02
11545-00051,박미사랑,소공원,,서울특별시 금천구 시흥동 963-1,37.437907,126.904519,2162.6,,,음수대,,CCTV,2017-01-05,서울특별시 금천구청,02-2627-1657,2021-09-02
11545-00052,독산,문화공원,,서울특별시 금천구 독산동 1160-2,,,1011.1,,,,청소년 문화의 집,CCTV,2017-09-29,서울특별시 금천구청,02-2627-1657,2021-09-02
