관리번호,공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자
11305-00005,운 산,어린이공원,서울특별시 강북구 미아동 165-3,서울특별시 강북구 미아동 165-3,37.63209072,127.025573,995.1,,조합놀이대 그네 흔들놀이,화장실,,,1964-10-16,서울특별시 강북구청,02-901-6952,2021-08-24
11305-00006,솔 샘,어린이공원,,서울특별시 강북구 송천동 329-15,37.618286,127.027053,1264.1,,조합놀이대 그네 흔들놀이,화장실,,,1964-10-16,서울특별시 강북구청,02-901-6952,2021-08-24
11305-00007,으 뜸,어린이공원,서울특별시 강북구 미아동 309-43,서울특별시 강북구 미아동 309-43,37.62361033,127.0262405,681,,조합놀이대 시소 흔들놀이,,,,1964-10-16,서울특별시 강북구청,02-901-6952,2021-08-24
11305-00008,세 일,어린이공원,서울특별시 강북구 미아동 159-71,서울특별시 강북구 미아동 159-71,37.63387737,127.0252619,839.7,,조합놀이대 그네 시소,,,,1964-10-16,서울특별시 강북구청,02-901-6952,2021-08-24
11305-00009,북한산 도시자연공원,기타,서울특별시 강북구 미아동 산108-19,서울특별시 강북구 미아동 산108-19,,,128341,배드민턴장 게이트볼장 족구장,그네 회전놀이 조합놀이대,화장실,,유아숲체험원,1971-08-07,서울특별시 강북구청,02-901-6927,2021-08-24
11305-00011,응달마을,어린이공원,,서울특별시 강북구 송천동 707-73,37.618383,127.024271,866,,조합놀이대 그네 시소,화장실,,,1977-02-04,서울특별시 강북구청,02-901-6952,2021-08-24
11305-00012,하 늘,어린이공원,,서울특별시 강북구 삼양동 791-1776,,127.012902,3367,,조합놀이대 그네 흔들놀이 시소,,,,2000-02-16,서울특별시 강북구청,02-901-6952,2021-08-24
11305-00013,송 월,어린이공원,,서울특별시 강북구 송중동 92-7,,127.032131,807,,조합놀이대 시소 그네,,,,2002-05-27,서울특별시 강북구청,02-901-6952,2021-08-24
11305-00014,소망,소공원,,서울특별시 강북구 삼양동 791-1467,37.626008,,320,,조합놀이대,,,,2001-05-15,서울특별시 강북구청,02-901-6952,2021-08-24
11305-00015,미래,소공원,,서울특별시 강북구 삼양동 791-1712,37.624872,127.014615,564,,조합놀이대,,,,2001-05-25,서울특별시 강북구청,02-901-6952,2021-08-24
11305-00016,늘푸른,소공원,,서울특별시 강북구 삼양동 797-9,,127.020225,646,,조합놀이대 흔들놀이,,,,2003-06-25,서울특별시 강북구청,02-901-6952,2021-08-24
11305-00017,폭포,소공원,,서울특별시 강북구 삼각산동 813-6,37.614482,127.020702,1238,,없음,,,,2005-11-10,서울특별시 강북구청,02-901-6952,2021-08-24
11305-00018,꼭지,소공원,,서울특별시 강북구 삼각산동 811-7,37.617126,127.017436,746,,없음,,,,2006-10-09,서울특별시 강북구청,02-901-6952,2021-08-24
11305-00019,테두리,어린이공원,,서울특별시 강북구 삼각산동 811-8,37.618199,127.017141,1913,,조합놀이대 그네 시소,,,,2006-10-09,서울특별시 강북구청,02-901-6952,2021-08-24
11305-00020,고갯마루,어린이공원,,서울특별시 강북구 삼각산동 811-13,37.617067,127.017399,2185.8,,조합놀이대 시소,,,,2006-10-09,서울특별시 강북구청,02-901-6952,2021-08-24
11305-00021,미 아,어린이공원,,서울특별시 강북구 송중동 8-73,37.615502,127.037587,992,,조합놀이대 그네,,,,,서울특별시 강북구청,02-901-6952,2021-08-24
11305-00022,강북6구역,소공원,,서울특별시 강북구 송중동 71-1,37.613866,127.030491,424.4,,없음,,,,,서울특별시 강북구청,02-901-6952,2021-08-24
11305-00023,번 남,어린이공원,,서울특별시 강북구 번1동 447-1,37.636018,127.024953,1014.9,,조합놀이대 시소 흔들놀이,화장실,,,1965-11-08,서울특별시 강북구청,02-901-6952,2021-08-24
11305-00024,논 골,어린이공원,,서울특별시 강북구 번1동 417-27,37.638634,127.027973,991.7,,조합놀이대 시소,,,,1965-11-08,서울특별시 강북구청,02-901-6952,2021-08-24
11305-00025,샛 강,어린이공원,,서울특별시 강북구 번1동 472-44,37.639482,127.033005,858.2,,조합놀이대 흔들놀이,화장실,,,1971-08-06,서울특별시 강북구청,02-901-6952,2021-08-24
11305-00026,오동근린공원,근린공원,서울특별시 강북구 번동 산20-1,서울특별시 강북구 번동 산20-1,37.62923217,127.0330423,1346557,"실내배드민턴장, 구민운동장, 다목적체육관, 골프연습장",조합놀이대 그네 흔들놀이,화장실 약수터 주차장,도서관,유아숲체험장,1982-09-20,서울특별시 강북구청,02-901-6929,2021-08-24
11305-00010,청 암,어린이공원,,서울특별시 강북구 삼양동 776-17,37.624364,127.017047,661,,조합놀이대 그네 흔들놀이,,,,1972-04-25,서울특별시 강북구청,02-901-6952,2021-08-24
11305-00027,오얏골,어린이공원,,서울특별시 강북구 번2동 228,37.633912,127.034511,5070.7,,조합놀이대 시소 그네 흔들놀이,화장실,,,1988-12-30,서울특별시 강북구청,02-901-6952,2021-08-24
11305-00028,벌 리,어린이공원,,서울특별시 강북구 번3동 240,37.627774,127.044421,4083.5,,조합놀이대 그네 시소,화장실,,,1988-12-30,서울특별시 강북구청,02-901-6952,2021-08-24
11305-00029,벌 말,어린이공원,,서울특별시 강북구 번2동 235,37.629802,127.039829,4641.3,,조합놀이대 그네 시소,화장실,,,1988-12-30,서울특별시 강북구청,02-901-6952,2021-08-24
