관리번호,공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자
11620-00024,신림근린공원,근린공원,서울특별시 관악구 남부순환로152길 53,,37.480884,126.918234,90960,배드민턴장,,화장실+주차장,도서관,,1971-08-06,서울특별시 관악구청,02-879-6503,2021-10-15
11620-00025,장군봉근린공원,근린공원,,서울특별시 관악구 신림동 산1-1,37.478631,126.939049,128100,배드민턴장+운동장,,화장실,,,1971-08-06,서울특별시 관악구청,02-879-6503,2021-10-15
11620-00026,문성,어린이공원,서울특별시 관악구 시흥대로164길 27,,37.482015,126.9028913,988,,조합놀이대,,,,1971-11-12,서울특별시 관악구청,02-879-6504,2021-10-15
11620-00027,비안,어린이공원,,서울특별시 관악구 봉천동 1530-14,37.480767,,1661,,그네+조합놀이대+시소+흔들말,,,,1972-02-17,서울특별시 관악구청,02-879-6504,2021-10-15
11620-00043,선봉,어린이공원,서울특별시 관악구 봉천로27길 20,,37.485144,126.939678,1021,,조합놀이대,,,,1977-04-12,서울특별시 관악구청,02-879-6504,2021-10-15
11620-00044,국사봉,어린이공원,,서울특별시 관악구 봉천동 1511-5,,126.934035,454,,미끄럼틀+흔들말+조합놀이대,,,,1977-04-20,서울특별시 관악구청,02-879-6504,2021-10-15
11620-00045,중앙,어린이공원,서울특별시 관악구 봉천로41길 35,,37.484446,126.948278,977,,그네+조합놀이대,,,,1977-04-20,서울특별시 관악구청,02-879-6504,2021-10-15
11620-00046,새싹,어린이공원,서울특별시 관악구 양녕로6다길 11-4,,37.484451,126.949378,1797,,조합놀이대+회전기구,,,,1977-04-20,서울특별시 관악구청,02-879-6504,2021-10-15
11620-00047,까치산근린공원,근린공원,,서울특별시 관악구 봉천동 산66-1,37.476436,126.969325,64534,게이트볼장,조합놀이대,,,,1977-07-09,서울특별시 관악구청,02-879-6503,2021-10-15
11620-00048,봉림,어린이공원,,서울특별시 관악구 신림동 1510-2,37.482694,126.935717,988,,그네+미끄럼틀+조합놀이대,,,,1977-07-12,서울특별시 관악구청,02-879-6504,2021-10-15
11620-00049,쑥고개,어린이공원,,서울특별시 관악구 신림동 1564-68,37.475822,126.940794,1124,,흔들말+조합놀이대,,,,1977-07-12,서울특별시 관악구청,02-879-6504,2021-10-15
11620-00050,난곡,어린이공원,,서울특별시 관악구 신림동 1563-56,37.474084,126.915317,695,,그네+흔들말+조합놀이대,,,,1977-07-12,서울특별시 관악구청,02-879-6504,2021-10-15
11620-00051,새빛,어린이공원,서울특별시 관악구 신사로10길 29,,37.486319,126.915149,875,,그네+조합놀이대,,,,1977-09-03,서울특별시 관악구청,02-879-6504,2021-10-15
11620-00052,신라,어린이공원,,서울특별시 관악구 신림동 744-1,37.473548,126.912623,514,,그네+흔들말+조합놀이대,,,,1977-12-13,서울특별시 관악구청,02-879-6504,2021-10-15
11620-00053,학다리,어린이공원,,서울특별시 관악구 봉천동 647-175,37.488732,126.937591,221,,흔들말+조합놀이대,,,,1977-12-19,서울특별시 관악구청,02-879-6504,2021-10-15
11620-00054,용담,어린이공원,,서울특별시 관악구 봉천동 850-8,37.475466,126.943506,646,,그네+흔들말+조합놀이대+오르는기구,,,,1977-12-24,서울특별시 관악구청,02-879-6504,2021-10-15
11620-00028,원당,어린이공원,,서울특별시 관악구 봉천동 196-2,37.474839,126.963329,1647,,그네+흔들말+조합놀이대,,,,1972-02-17,서울특별시 관악구청,02-879-6504,2021-10-15
11620-00029,교체,어린이공원,,서울특별시 관악구 봉천동 196-193,37.473281,126.963998,813,,그네+미끄럼틀+흔들말+조합놀이대,,,,1972-02-17,서울특별시 관악구청,02-879-6504,2021-10-15
11620-00030,보명,어린이공원,서울특별시 관악구 법원단지길 158-11,,37.475841,126.925639,1319,,그네+흔들말+조합놀이대,,,,1972-04-21,서울특별시 관악구청,02-879-6504,2021-10-15
11620-00031,일선,어린이공원,서울특별시 관악구 쑥고개로26길 24,,37.477823,126.949514,1244,,그네+흔들말+조합놀이대,,,,1972-06-07,서울특별시 관악구청,02-879-6504,2021-10-15
11620-00032,청룡,어린이공원,,서울특별시 관악구 봉천동 1557-34,37.477619,126.944732,853,,미끄럼틀+흔들말+조합놀이대,,,,1972-06-07,서울특별시 관악구청,02-879-6504,2021-10-15
11620-00033,까치,어린이공원,서울특별시 관악구 행운4길 2,,37.479924,126.959507,1602,,그네+흔들말+조합놀이대,,,,1972-06-07,서울특별시 관악구청,02-879-6504,2021-10-15
11620-00034,모래내,어린이공원,,서울특별시 관악구 봉천동 1613-19,37.477901,126.955456,1667,,그네+미끄럼틀+흔들말+조합놀이대,화장실,,,1972-06-07,서울특별시 관악구청,02-879-6504,2021-10-15
11620-00035,밤골,어린이공원,서울특별시 관악구 인헌3가길 8,,37.473919,126.967365,1119,,흔들말+조합놀이대,,,,1972-06-07,서울특별시 관악구청,02-879-6504,2021-10-15
11620-00036,약수암,어린이공원,서울특별시 관악구 약수암길 33,,37.459512,126.932978,1680,,흔들말+조합놀이대,,,,1973-06-22,서울특별시 관악구청,02-879-6504,2021-10-15
11620-00037,연주대,소공원,,서울특별시 관악구 신림동 231-6,37.469214,126.941932,251,,,,,,1976-07-07,서울특별시 관악구청,02-879-6504,2021-10-15
11620-00038,태양,어린이공원,,서울특별시 관악구 신림동 1542-1,37.468445,126.936475,345,,조합놀이대+철봉,,,,1976-09-06,서울특별시 관악구청,02-879-6504,2021-10-15
11620-00039,사우촌,어린이공원,,서울특별시 관악구 신림동 1555-1,37.467506,126.934163,339,,그네+조합놀이대,,,,1976-09-06,서울특별시 관악구청,02-879-6504,2021-10-15
11620-00040,약수,어린이공원,,서울특별시 관악구 봉천동 1510-19,37.474417,126.961074,304,,흔들말+조합놀이대,,,,1976-10-23,서울특별시 관악구청,02-879-6504,2021-10-15
11620-00041,탑골,어린이공원,,서울특별시 관악구 봉천동 1510,37.474417,126.961074,597,,흔들말+조합놀이대,,,,1976-10-23,서울특별시 관악구청,02-879-6504,2021-10-15
11620-00042,장미,어린이공원,,서울특별시 관악구 봉천동 148-103,37.479094,126.962395,423,,미끄럼틀+건너는기구+조합놀이대,,,,1976-10-28,서울특별시 관악구청,02-879-6504,2021-10-15
11620-00055,한라,어린이공원,,서울특별시 관악구 신림동 750-39,37.475633,126.914788,479,,흔들말+조합놀이대,,,,1978-01-05,서울특별시 관악구청,02-879-6504,2021-10-15
11620-00056,서광,어린이공원,,서울특별시 관악구 신림동 98-402,37.475162,126.942644,459,,흔들말+조합놀이대,,,,1978-04-09,서울특별시 관악구청,02-879-6504,2021-10-15
11620-00057,도덕,소공원,,서울특별시 관악구 신림동 241-13,37.469331,126.938168,394,,,,,,1978-04-19,서울특별시 관악구청,02-879-6504,2021-10-15
11620-00058,남강,어린이공원,,서울특별시 관악구 신림동 1678-12,37.473461,126.924653,10350,,그네+미끄럼틀+흔들말+조합놀이대,,,,1978-06-17,서울특별시 관악구청,02-879-6504,2021-10-15
11620-00059,목화,어린이공원,,서울특별시 관악구 신림동 1716-1,37.467861,126.942282,347,,흔들말+조합놀이대,,,,1978-08-07,서울특별시 관악구청,02-879-6504,2021-10-15
11620-00060,대협,어린이공원,,서울특별시 관악구 신림동 746-32,37.474772,126.913364,391,,그네+흔들말+조합놀이대,,,,1978-11-27,서울특별시 관악구청,02-879-6504,2021-10-15
11620-00061,인헌,어린이공원,,서울특별시 관악구 봉천동 196-240,37.475334,126.962545,379,,흔들말+조합놀이대,,,,1979-06-03,서울특별시 관악구청,02-879-6504,2021-10-15
11620-00062,충효,어린이공원,,서울특별시 관악구 봉천동 1526-1,37.480969,126.941048,3188,,그네+흔들말+조합놀이대,,,,1979-12-26,서울특별시 관악구청,02-879-6504,2021-10-15
11620-00063,해바라기,어린이공원,,서울특별시 관악구 신림동 321-5,37.461967,126.930214,416,,조합놀이대,,,,1980-01-14,서울특별시 관악구청,02-879-6504,2021-10-15
11620-00064,영락,어린이공원,,서울특별시 관악구 봉천동 1555-16,37.476781,126.943796,206,,흔들말+조합놀이대,,,,1983-09-16,서울특별시 관악구청,02-879-6504,2021-10-15
11620-00065,오성,어린이공원,,서울특별시 관악구 신림동 655-104,37.467908,126.920805,225,,흔들말+조합놀이대,,,,1986-01-01,서울특별시 관악구청,02-879-6504,2021-10-15
11620-00066,미림,어린이공원,,서울특별시 관악구 신림동 254-256,37.466517,126.935286,185,,미끄럼틀+그네,,,,1986-01-01,서울특별시 관악구청,02-879-6504,2021-10-15
11620-00067,난우,어린이공원,서울특별시 관악구 난곡로61길 1,,37.48039993,126.913959,960,,그네+흔들말+조합놀이대,,,,1986-01-01,서울특별시 관악구청,02-879-6504,2021-10-15
11620-00068,미성,소공원,,서울특별시 관악구 신림동 762-2,37.477136,,159,,,,,,1986-01-01,서울특별시 관악구청,02-879-6504,2021-10-15
11620-00069,약수,어린이공원,,서울특별시 관악구 신림동 1685,37.473131,126.912442,533,,흔들말+조합놀이대,,,,1987-01-01,서울특별시 관악구청,02-879-6504,2021-10-15
11620-00070,삼육,소공원,,서울특별시 관악구 봉천동 661-118,37.487922,126.934307,119,,,,,,1987-01-01,서울특별시 관악구청,02-879-6504,2021-10-15
11620-00071,양산,어린이공원,,서울특별시 관악구 신림동 395-35,37.473626,126.932549,297,,조합놀이대,,,,1988-03-05,서울특별시 관악구청,02-879-6504,2021-10-15
11620-00072,합실,어린이공원,,서울특별시 관악구 신림동 1704-4,37.465079,126.927068,1297,,그네+흔들말+조합놀이대,,,,1997-11-12,서울특별시 관악구청,02-879-6504,2021-10-15
11620-00073,행운동,소공원,,서울특별시 관악구 봉천동 28-82,37.483375,126.959752,401,,,,,,2000-09-14,서울특별시 관악구청,02-879-6504,2021-10-15
11620-00074,봉천,어린이공원,,서울특별시 관악구 봉천동 1707-2,37.469221,126.964465,652,,그네+흔들말+조합놀이대,,,,2001-01-01,서울특별시 관악구청,02-879-6504,2021-10-15
11620-00075,까치산,소공원,,서울특별시 관악구 봉천동 1728-2,37.483056,126.960301,964,,,,,,2009-09-20,서울특별시 관악구청,02-879-6504,2021-10-15
11620-00076,남태령제2,소공원,,서울특별시 관악구 남현동 612-52,37.471931,126.982172,1310,,,,,,2013-03-28,서울특별시 관악구청,02-879-6504,2021-10-15
