관리번호,공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자
11230-00011,장안,근린공원,서울특별시 동대문구 장한로 191,서울특별시 동대문구 장안동 300,37.57716529,127.0709026,14744.8,"배드민턴장, 족구장, 게이트볼장, 농구장 반코트","조합놀이대, 그네","화장실, 음수전",독서실,"바닥분수, 계류",1988-10-06,서울특별시 동대문구청,02-2127-4772,2021-06-25
11230-00012,장평,근린공원,서울특별시 동대문구 장안벚꽃로 77,서울특별시 동대문구 장안동 356,37.56748813,127.0737398,15698.4,테니스장,,"화장실, 음수전",,벽천,1990-09-06,서울특별시 동대문구청,02-2127-4772,2021-06-25
11230-00013,미나리,어린이공원,서울특별시 동대문구 천호대로87길 43,서울특별시 동대문구 장안동 449,37.5638584,127.0679937,1636.3,,"조합놀이대, 그네, 회전놀이, 흔들놀이, 모래놀이터","화장실, 음수전",,,1991-08-30,서울특별시 동대문구청,02-2127-4776,2021-06-25
11230-00014,장미,어린이공원,,서울특별시 동대문구 장안동 386,,,1652.8,,"조합놀이대, 그네, 시소, 흔들놀이, 모래놀이터",,,,1991-08-30,서울특별시 동대문구청,02-2127-4776,2021-06-25
11230-00015,샛별,어린이공원,서울특별시 동대문구 장한로17길 20,서울특별시 동대문구 장안동 379,37.56784857,127.0674928,1652.9,,"조합놀이대, 그네, 흔들놀이",,,,1991-08-30,서울특별시 동대문구청,02-2127-4776,2021-06-25
11230-00016,천장,어린이공원,서울특별시 동대문구 천장산로9길 68,서울특별시 동대문구 이문동 264-181,37.59889444,127.0538436,1656,,,,,,1991-08-30,서울특별시 동대문구청,02-2127-4776,2021-06-25
11230-00017,홍릉,근린공원,서울특별시 동대문구 홍릉로 90,서울특별시 동대문구 청량리동 산 1-145,37.58958379,127.0435376,102920,배드민턴장,"조합놀이대, 모래놀이터","전망데크, 화장실, 음수전",정보화도서관,유아숲체험장,1994-04-26,서울특별시 동대문구청,02-2127-4775,2021-06-25
11230-00018,답십리,근린공원,서울특별시 동대문구 답십리로 209,서울특별시 동대문구 답십리동 산 2-9,37.57332011,127.0638172,160857.6,"배드민턴장, 지압보도","유아숲체험장, 모래놀이터","화장실, 음수전",,유아숲체험장,1996-06-19,서울특별시 동대문구청,02-2127-4775,2021-06-25
11230-00019,배봉산,근린공원,서울특별시 동대문구 한천로43길 12-14,서울특별시 동대문구 전농동 산 32-20,37.58121225,127.0675943,232813.7,"배드민턴장, 지압보도","조합놀이대, 그네, 흔들놀이대, 모래놀이터","화장실, 음수전",야외공연장,"황톳길,무장애길,야생화단지,유아숲체험장",1997-12-24,서울특별시 동대문구청,02-2127-4775,2021-06-25
11230-00020,미리내,어린이공원,,서울특별시 동대문구 장안동 93-29,,,833,,"조합놀이대, 그네, 흔들놀이, 모래놀이터",음수전,,,2000-07-31,서울특별시 동대문구청,02-2127-4776,2021-06-25
11230-00021,이슬,어린이공원,,서울특별시 동대문구 장안동 190-62,,,336,,"조합놀이대, 흔들놀이, 모래놀이터",음수전,,,2000-07-31,서울특별시 동대문구청,02-2127-4776,2021-06-25
11230-00022,용머리,어린이공원,,서울특별시 동대문구 용두동 696-8,,,738.5,,"조합놀이대, 흔들놀이, 회전놀이",,,,2000-07-31,서울특별시 동대문구청,02-2127-4776,2021-06-25
11230-00023,장일,어린이공원,,서울특별시 동대문구 장안동 164-1,,,992,,"조합놀이대, 시소, 그네",,,,2000-07-31,서울특별시 동대문구청,02-2127-4776,2021-06-25
11230-00024,아름,어린이공원,,서울특별시 동대문구 휘경동 43-178,,,1116,,조합놀이대,,,,2000-07-31,서울특별시 동대문구청,02-2127-4776,2021-06-25
11230-00026,동산,어린이공원,,서울특별시 동대문구 답십리동 998-1,,,1359.2,,"조합놀이대, 그네, 시소, 흔들놀이",음수전,,,2002-05-11,서울특별시 동대문구청,02-2127-4776,2021-06-25
11230-00027,보림,어린이공원,서울특별시 동대문구 휘경로12길 71,서울특별시 동대문구 휘경동 179-9,37.59222758,127.0611988,1592,,조합놀이대,,,,2004-06-05,서울특별시 동대문구청,02-2127-4776,2021-06-25
11230-00028,용두희망,어린이공원,,서울특별시 동대문구 용두동 715,,,1422,,"조합놀이대, 그네, 회전놀이, 흔들놀이",,,,2004-11-20,서울특별시 동대문구청,02-2127-4776,2021-06-25
11230-00029,방아다리,어린이공원,,서울특별시 동대문구 제기동 132-1,,,1537,,"조합놀이대, 그네",,,,2006-02-02,서울특별시 동대문구청,02-2127-4776,2021-06-25
11230-00030,용두,근린공원,,서울특별시 동대문구 용두동 34-1,,,17182,,"조합놀이대, 흔들놀이대",음수전,야외공연장,"환경자원센터,바닥분수,계류",2006-11-09,서울특별시 동대문구청,02-2127-4772,2021-06-25
11230-00031,텃골,근린공원,,서울특별시 동대문구 전농동 690-1,,,5408,,"조합놀이대, 흔들놀이대",음수전,,계류,2007-04-24,서울특별시 동대문구청,02-2127-4772,2021-06-25
11230-00032,새샘,근린공원,,서울특별시 동대문구 답십리동 1004-7,,,9052,,"조합놀이대, 그네, 회전무대",음수전,,"바닥분수, 계류",2007-11-01,서울특별시 동대문구청,02-2127-4772,2021-06-25
11230-00033,장령당,소공원,,서울특별시 동대문구 답십리동 1004-4,,,1424,,,음수전,,,2007-11-01,서울특별시 동대문구청,02-2127-4776,2021-06-25
11230-00034,휘봉,어린이공원,,서울특별시 동대문구 휘경동 43-275,,,1398,,"조합놀이대, 흔들놀이",,,,2010-05-13,서울특별시 동대문구청,02-2127-4776,2021-06-25
11230-00035,꿈동산,어린이공원,,서울특별시 동대문구 답십리동 1002-1,,,1570.7,,"조합놀이대, 그네, 흔들놀이, 회전놀이",,,,2010-08-12,서울특별시 동대문구청,02-2127-4776,2021-06-25
11230-00036,작은언덕,소공원,,서울특별시 동대문구 회기동 351-6,,,400,,,,,,2011-05-30,서울특별시 동대문구청,02-2127-4776,2021-06-25
11230-00037,아름드리,어린이공원,,서울특별시 동대문구 전농동 688-7,,,2626.5,,"조합놀이대, 흔들놀이, 회전놀이, 시소, 모래놀이터",음수전,,,2011-06-15,서울특별시 동대문구청,02-2127-4776,2021-06-25
11230-00038,선농단,역사공원,서울특별시 동대문구 무학로44길 38,서울특별시 동대문구 제기동 274-1,37.58118377,127.0318885,3933,,,,,,2012-08-23,서울특별시 동대문구청,02-2127-4776,2021-06-25
11230-00039,내길,소공원,,서울특별시 동대문구 휘경동 368-4,,,514.9,,,,,,2012-09-27,서울특별시 동대문구청,02-2127-4776,2021-06-25
11230-00040,진달래,어린이공원,,서울특별시 동대문구 휘경동 49-384,,,2345,,"조합놀이대, 그네",,,,2014-12-04,서울특별시 동대문구청,02-2127-4776,2021-06-25
11230-00041,솔바람,소공원,,서울특별시 동대문구 용두동 794-1,,,1763.2,,,,,,2015-04-16,서울특별시 동대문구청,02-2127-4776,2021-06-25
11230-00042,샛말,어린이공원,,서울특별시 동대문구 전농동 695-1,,,2545,,"조합놀이대, 그네, 흔들놀이, 모래놀이터",음수전,,,2008-09-11,서울특별시 동대문구청,02-2127-4776,2021-06-25
11230-00043,새움,어린이공원,,서울특별시 동대문구 답십리동 1009-1,,,2107,,"조합놀이대, 시소, 그네, 흔들놀이, 모래놀이터",음수전,,,2006-04-06,서울특별시 동대문구청,02-2127-4776,2021-06-25
11230-00044,휘경2구역(명칭제정중),어린이공원,,서울특별시 동대문구 휘경동 372-2,,,3426.3,,"조합놀이대, 시소, 그네, 흔들놀이, 모래놀이터",,,,2006-10-19,서울특별시 동대문구청,02-2127-4776,2021-06-25
11230-00045,장안동연립단지(명칭제정중),소공원,,서울특별시 동대문구 장안동 587-1,,,1403.6,,,,,,2010-07-22,서울특별시 동대문구청,02-2127-4776,2021-06-25
