관리번호,공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자
11215-10402,평강공원,어린이공원,,서울특별시 광진구 광장동 387-1,37.54811643,127.1005786,325,,그네,화장실,,,1984-05-18,서울특별시 광진구청,02-450-7775,2020-12-11
11215-10501,약초원공원,소공원,,서울특별시 광진구 자양4동 553-22,37.533371,127.054402,1337,,,,,,1998-03-19,서울특별시 광진구청,02-450-7778,2020-12-11
11215-10502,약초원공원,어린이공원,,서울특별시 광진구 자양4동 74-21,37.532914,127.057631,826,,"조합놀이대, 흔들놀이기구",,,,1967-01-21,서울특별시 광진구청,02-450-7775,2020-12-11
11215-10503,정말공원,어린이공원,서울특별시 광진구 자양로13다길 34 (자양동),서울특별시 광진구 자양1동 619-20,37.53316599,127.078175,989.4,,"조합놀이대, 그네, 시소, 흔들놀이기구",화장실,,,1969-01-21,서울특별시 광진구청,02-450-7775,2020-12-11
11215-10504,자마장공원,어린이공원,서울특별시 광진구 자양로13길 41 (자양동),서울특별시 광진구 자양1동 630,37.53444989,127.0821906,998.8,,"조합놀이대, 시소, 흔들놀이기구",화장실,,,1969-01-21,서울특별시 광진구청,02-450-7775,2020-12-11
11215-10505,장독골공원,어린이공원,서울특별시 광진구 아차산로40길 46 (자양동),서울특별시 광진구 자양1동 804-10,37.535642,127.0778291,997.4,,"조합놀이대, 그네",화장실,,경로당,1969-01-21,서울특별시 광진구청,02-450-7775,2020-12-11
11215-10506,언덕배기공원,어린이공원,서울특별시 광진구 뚝섬로62길 24 (자양동),서울특별시 광진구 자양2동 686-52,37.53214999,127.0879491,800.4,,"조합놀이대, 그네, 시소, 흔들놀이기구",화장실,,,1969-01-21,서울특별시 광진구청,02-450-7775,2020-12-11
11215-10507,금모래공원,어린이공원,서울특별시 광진구 뚝섬로56길 28 (자양동),서울특별시 광진구 자양2동 651-50,37.53030864,127.082539,1022.5,,"조합놀이대, 그네",화장실,,경로당,1969-01-21,서울특별시 광진구청,02-450-7775,2020-12-11
11215-10508,동자공원,어린이공원,서울특별시 광진구 자양번영로3길 16 (자양동),서울특별시 광진구 자양3동 582-19,37.531866,127.0742772,985.9,,"조합놀이대, 시소",,,경로당,1969-01-21,서울특별시 광진구청,02-450-7775,2020-12-11
11215-10509,노유산공원,어린이공원,서울특별시 광진구 아차산로32길 17 (자양동),서울특별시 광진구 자양4동 5-7,37.53913301,127.0685093,993.1,,"조합놀이대, 그네, 시소, 흔들놀이기구",,,어린이집,1969-01-21,서울특별시 광진구청,02-450-7775,2020-12-11
11215-10510,성화공원,어린이공원,,서울특별시 광진구 자양4동 199-4,37.536177,127.053077,253,,조합놀이대,,,,1979-09-15,서울특별시 광진구청,02-450-7775,2020-12-11
11215-10511,양마장공원,어린이공원,,서울특별시 광진구 자양2동 689-6,37.530871,127.079924,1113,,"조합놀이대, 그네, 흔들놀이기구",,,,1982-03-09,서울특별시 광진구청,02-450-7775,2020-12-11
11215-10512,자양공원,어린이공원,,서울특별시 광진구 자양3동 792-1,37.533555,127.061065,494.8,,조합놀이대,,,,1984-05-18,서울특별시 광진구청,02-450-7775,2020-12-11
11215-10514,세모꼴공원,소공원,,서울특별시 광진구 자양1동 859-1,37.53840524,127.0815964,862,,조합놀이대,,,,2009-06-04,서울특별시 광진구청,02-450-7775,2020-12-11
11215-10701,가중나무공원,어린이공원,서울특별시 광진구 동일로28길 16 (화양동),서울특별시 광진구 화양동 32-1,37.54651806,127.0677058,971.6,,조합놀이대,화장실,,,1969-01-21,서울특별시 광진구청,02-450-7775,2020-12-11
11215-10702,한아름공원,어린이공원,서울특별시 광진구 군자로3길 15 (화양동),서울특별시 광진구 화양동 12-55,37.544337,127.0704694,936.2,,"조합놀이대, 그네 , 흔들놀이기구",화장실,,,1969-01-21,서울특별시 광진구청,02-450-7775,2020-12-11
11215-10703,해님공원,어린이공원,서울특별시 광진구 아차산로25길 27 (화양동),서울특별시 광진구 화양동 45-3,37.542693,127.0670234,1002.3,,"조합놀이대, 그네 , 시소, 흔들놀이기구",화장실,,,1969-01-21,서울특별시 광진구청,02-450-7775,2020-12-11
11215-10704,화양공원,어린이공원,서울특별시 광진구 아차산로31길 14 (화양동),서울특별시 광진구 화양동 8-36,37.54160832,127.0696023,996.4,,조합놀이대,화장실,,,1969-01-21,서울특별시 광진구청,02-450-7775,2020-12-11
11215-10705,화양동정자마당공원,소공원,,서울특별시 광진구 화양동 110-34,37.546504,127.063046,2382,,,,,,2002-06-18,서울특별시 광진구청,02-450-7778,2020-12-11
11215-10901,남일공원,어린이공원,,서울특별시 광진구 군자동 159-1,37.555947,127.064935,238,,"조합놀이대, 그네",,,,1979-02-02,서울특별시 광진구청,02-450-7775,2020-12-11
11215-10902,군자공원,어린이공원,서울특별시 광진구 동일로52길 27 (군자동),서울특별시 광진구 군자동 115-1,37.55456506,127.0728509,642,,"조합놀이대, 시소",,,경로당,1993-12-17,서울특별시 광진구청,02-450-7775,2020-12-11
11215-10903,홍련산의,소공원,,서울특별시 광진구 구의동 668-5,37.54593706,127.088595,1291.1,,,,,,2008-07-03,서울특별시 광진구청,02-450-7778,2020-12-11
11215-10904,능동소공원,소공원,,서울특별시 광진구 능동 242-26,37.5525072,127.0829302,1062,,"조합놀이대, 그네, 흔들놀이기구",,,,1971-08-31,서울특별시 광진구청,02-450-7778,2020-12-11
